@1397848258473 | OLTP Data Parser: Initiated
@1397848504808 | Worker 177: committing Transaction 820
@1397848504887 | Transaction 820: Verifying
@1397848504969 | Transaction 808: Verified => $8630.401562100738 from Chase:42 to MetLife:35
@1397848505048 | Worker 178: committing Transaction 821
@1397848505129 | Transaction 821: Verifying
@1397848505208 | Transaction 817: Verified => $4710.641109930548 from Wells Fargo:24 to ???????????? ????????:79
@1397848505288 | Transaction 813: Verified => $9198.506311768431 from ???????????? ????????:3 to Zion's Bank:6
@1397848505368 | Transaction 810: Verified => $9047.950801618757 from Capitol One:3 to MetLife:21
@1397848505447 | OLTP Data Parser: 14 transactions in queue
@1397848505525 | Worker 183: committing Transaction 822
@1397848505604 | Transaction 822: Verifying
@1397848505683 | Transaction 817: Verifying
@1397848505762 | Transaction 813: Verifying
@1397848505842 | Transaction 814: Verified => $2434.0279922314876 from ???????????? ????????:27 to MetLife:45
@1397848505921 | OLTP Data Parser: 13 transactions in queue
@1397848506000 | Transaction 814: Verifying
@1397848506101 | OLTP Data Parser: 14 transactions in queue
@1397848506281 | OLTP Data Parser: 15 transactions in queue
@1397848506360 | Transaction 807: Error
@1397848506441 | Worker 187: committing Transaction 823
@1397848506520 | Transaction 823: Verifying
@1397848506599 | Transaction 804: Verified => $7199.839945869595 from Citi:12 to Capitol One:7
@1397848506679 | OLTP Data Parser: 15 transactions in queue
@1397848506758 | Worker 179: committing Transaction 824
@1397848506838 | Transaction 824: Verifying
@1397848506917 | Transaction 815: Verified => $4712.93680750414 from Wells Fargo:53 to Zion's Bank:9
@1397848506997 | Worker 181: committing Transaction 825
@1397848507076 | Transaction 825: Verifying
@1397848507155 | Transaction 811: Verified => $9178.174262718174 from Zion's Bank:2 to Citi:8
@1397848507234 | Worker 188: committing Transaction 826
@1397848507313 | Transaction 826: Verifying
@1397848507393 | Transaction 816: Error
@1397848507472 | OLTP Data Parser: 15 transactions in queue
@1397848507552 | Transaction 822: Verified => $4990.394579823962 from ???????????? ????????:61 to Wells Fargo:39
@1397848507632 | Transaction 822: Verifying
@1397848507712 | Transaction 809: Verified => $2660.1181741724367 from MetLife:47 to Chase:33
@1397848507791 | Worker 186: committing Transaction 827
@1397848507871 | Transaction 827: Verifying
@1397848507950 | OLTP Data Parser: 14 transactions in queue
@1397848508030 | Transaction 816: Verifying
@1397848508110 | Transaction 817: Verified => $4710.641109930548 from Wells Fargo:24 to ???????????? ????????:79
@1397848508189 | Transaction 813: Verified => $9198.506311768431 from ???????????? ????????:3 to Zion's Bank:6
@1397848508269 | Transaction 812: Verified => $6870.2923020632425 from ???????????? ????????:17 to Zion's Bank:25
@1397848508348 | Worker 174: committing Transaction 828
@1397848508428 | Transaction 828: Verifying
@1397848508507 | OLTP Data Parser: 14 transactions in queue
@1397848508586 | Transaction 818: Verified => $1215.0247803998493 from Zion's Bank:16 to Chase:6
@1397848508666 | Transaction 821: Verified => $5285.763902393706 from MetLife:33 to Citi:14
@1397848508746 | Transaction 823: Verified => $8141.73947403538 from Zion's Bank:31 to Citi:0
@1397848508826 | Worker 180: committing Transaction 830
@1397848508905 | Transaction 830: Verifying
@1397848508985 | Worker 184: committing Transaction 829
@1397848509064 | Transaction 829: Verifying
@1397848509144 | Transaction 819: Verified => $7125.232082328555 from Capitol One:13 to Wells Fargo:47
@1397848509224 | Transaction 822: Verified => $4990.394579823962 from ???????????? ????????:61 to Wells Fargo:39
@1397848509303 | OLTP Data Parser: 12 transactions in queue
@1397848509383 | Transaction 818: Verifying
@1397848509463 | Transaction 814: Verified => $2434.0279922314876 from ???????????? ????????:27 to MetLife:45
@1397848509543 | OLTP Data Parser: 12 transactions in queue
@1397848509622 | Transaction 821: Verifying
@1397848509701 | Transaction 823: Verifying
@1397848509781 | Transaction 819: Verifying
@1397848509861 | Worker 183: committing Transaction 831
@1397848509942 | Transaction 831: Verifying
@1397848510022 | Transaction 824: Verified => $2867.0910211384203 from Citi:2 to Zion's Bank:38
@1397848510103 | Transaction 820: Verified => $2232.304829330961 from Citi:27 to Zion's Bank:44
@1397848510183 | OLTP Data Parser: 12 transactions in queue
@1397848510263 | Worker 185: committing Transaction 832
@1397848510343 | Transaction 832: Verifying
@1397848510423 | Transaction 824: Verifying
@1397848510506 | Transaction 820: Verifying
@1397848510587 | OLTP Data Parser: 13 transactions in queue
@1397848510769 | OLTP Data Parser: 14 transactions in queue
@1397848511004 | OLTP Data Parser: 15 transactions in queue
@1397848511100 | Transaction 821: Verified => $5285.763902393706 from MetLife:33 to Citi:14
@1397848511181 | Worker 178: committing Transaction 833
@1397848511261 | Transaction 833: Verifying
@1397848511341 | Transaction 819: Verified => $7125.232082328555 from Capitol One:13 to Wells Fargo:47
@1397848511424 | Worker 182: committing Transaction 834
@1397848511505 | Transaction 834: Verifying
@1397848511584 | OLTP Data Parser: 15 transactions in queue
@1397848511664 | Transaction 826: Verified => $7938.7226106937915 from MetLife:0 to Citi:24
@1397848511744 | Transaction 826: Verifying
@1397848511825 | Transaction 829: Verified => $9499.696101924736 from Zion's Bank:34 to Wells Fargo:38
@1397848511905 | Transaction 825: Verified => $3019.846482288309 from MetLife:14 to Citi:12
@1397848511985 | OLTP Data Parser: 15 transactions in queue
@1397848512065 | Transaction 816: Error
@1397848512145 | Transaction 828: Verified => $6804.6146381085 from Capitol One:16 to Citi:11
@1397848512226 | Transaction 829: Verifying
@1397848512305 | Transaction 825: Verifying
@1397848512385 | Transaction 827: Verified => $9576.292826385763 from MetLife:7 to Wells Fargo:31
@1397848512472 | OLTP Data Parser: 15 transactions in queue
@1397848512553 | Worker 175: committing Transaction 835
@1397848512633 | Transaction 835: Verifying
@1397848512715 | Transaction 828: Verifying
@1397848512795 | Transaction 827: Verifying
@1397848512876 | Transaction 820: Verified => $2232.304829330961 from Citi:27 to Zion's Bank:44
@1397848512956 | OLTP Data Parser: 16 transactions in queue
@1397848513036 | Worker 177: committing Transaction 836
@1397848513116 | Transaction 836: Verifying
@1397848513197 | Transaction 834: Verified => $7299.6768456850605 from ???????????? ????????:53 to Citi:18
@1397848513276 | Transaction 824: Verified => $2867.0910211384203 from Citi:2 to Zion's Bank:38
@1397848513357 | Worker 179: committing Transaction 837
@1397848513437 | Transaction 837: Verifying
@1397848513517 | OLTP Data Parser: 16 transactions in queue
@1397848513598 | Transaction 826: Verified => $7938.7226106937915 from MetLife:0 to Citi:24
@1397848513679 | Worker 188: committing Transaction 838
@1397848513760 | Transaction 838: Verifying
@1397848513840 | Transaction 831: Verified => $2897.238877126339 from MetLife:44 to MetLife:30
@1397848513920 | Transaction 834: Verifying
@1397848514001 | Transaction 830: Verified => $7497.604090540849 from MetLife:1 to Capitol One:17
@1397848514082 | Transaction 823: Verified => $8141.73947403538 from Zion's Bank:31 to Citi:0
@1397848514162 | OLTP Data Parser: 15 transactions in queue
@1397848514243 | Worker 187: committing Transaction 839
@1397848514324 | Transaction 839: Verifying
@1397848514405 | Transaction 827: Verified => $9576.292826385763 from MetLife:7 to Wells Fargo:31
@1397848514486 | Worker 186: committing Transaction 840
@1397848514567 | Transaction 840: Verifying
@1397848514647 | Transaction 832: Verified => $141.18638951814754 from Wells Fargo:53 to Citi:8
@1397848514728 | Transaction 831: Verifying
@1397848514809 | Transaction 830: Verifying
@1397848514892 | Transaction 835: Verified => $8222.525737979122 from ???????????? ????????:6 to Zion's Bank:4
@1397848514974 | OLTP Data Parser: 15 transactions in queue
@1397848515054 | Transaction 818: Verified => $1215.0247803998493 from Zion's Bank:16 to Chase:6
@1397848515136 | Worker 176: committing Transaction 841
@1397848515216 | Transaction 841: Verifying
@1397848515297 | Transaction 833: Verified => $4221.277562927168 from Zion's Bank:20 to MetLife:9
@1397848515377 | Transaction 832: Verifying
@1397848515458 | Transaction 835: Verifying
@1397848515539 | Transaction 836: Verified => $5749.60194265855 from MetLife:33 to Capitol One:7
@1397848515619 | Transaction 825: Verified => $3019.846482288309 from MetLife:14 to Citi:12
@1397848515700 | Worker 181: committing Transaction 842
@1397848515780 | Transaction 842: Verifying
@1397848515861 | OLTP Data Parser: 14 transactions in queue
@1397848515942 | Transaction 836: Verifying
@1397848516024 | Transaction 839: Error
@1397848516105 | Transaction 833: Verifying
@1397848516186 | OLTP Data Parser: 14 transactions in queue
@1397848516267 | Transaction 829: Verified => $9499.696101924736 from Zion's Bank:34 to Wells Fargo:38
@1397848516348 | Worker 184: committing Transaction 843
@1397848516428 | Transaction 843: Verifying
@1397848516510 | Transaction 839: Verifying
@1397848516590 | OLTP Data Parser: 14 transactions in queue
@1397848516772 | OLTP Data Parser: 15 transactions in queue
@1397848516857 | Transaction 837: Verified => $1460.740419571379 from MetLife:47 to Wells Fargo:17
@1397848516938 | Transaction 837: Verifying
@1397848517019 | OLTP Data Parser: 16 transactions in queue
@1397848517171 | Transaction 834: Verified => $7299.6768456850605 from ???????????? ????????:53 to Citi:18
@1397848517252 | Worker 182: committing Transaction 844
@1397848517333 | Transaction 844: Verifying
@1397848517415 | OLTP Data Parser: 17 transactions in queue
@1397848517496 | Transaction 841: Verified => $5326.323997357217 from Chase:14 to Capitol One:15
@1397848517577 | Transaction 828: Error
@1397848517659 | Worker 174: committing Transaction 845
@1397848517741 | Transaction 845: Verifying
@1397848517822 | OLTP Data Parser: 17 transactions in queue
@1397848517903 | Transaction 841: Verifying
@1397848517985 | Transaction 838: Verified => $6836.754567976298 from Zion's Bank:27 to Zion's Bank:22
@1397848518067 | OLTP Data Parser: 17 transactions in queue
@1397848518148 | Transaction 838: Verifying
@1397848518249 | OLTP Data Parser: 18 transactions in queue
@1397848518330 | Transaction 836: Verified => $5749.60194265855 from MetLife:33 to Capitol One:7
@1397848518412 | Worker 177: committing Transaction 846
@1397848518493 | Transaction 846: Verifying
@1397848518576 | OLTP Data Parser: 18 transactions in queue
@1397848518757 | OLTP Data Parser: 19 transactions in queue
@1397848518898 | Transaction 831: Verified => $2897.238877126339 from MetLife:44 to MetLife:30
@1397848518980 | OLTP Data Parser: 20 transactions in queue
@1397848519062 | Worker 183: committing Transaction 847
@1397848519146 | Transaction 847: Verifying
@1397848519227 | Transaction 830: Error
@1397848519308 | Worker 180: committing Transaction 848
@1397848519390 | Transaction 848: Verifying
@1397848519472 | Transaction 842: Verified => $4735.684072128855 from Citi:9 to ???????????? ????????:86
@1397848519553 | Transaction 832: Verified => $141.18638951814754 from Wells Fargo:53 to Citi:8
@1397848519636 | Worker 185: committing Transaction 849
@1397848519719 | Transaction 849: Verifying
@1397848519805 | OLTP Data Parser: 20 transactions in queue
@1397848519887 | Transaction 844: Verified => $9584.908172021209 from MetLife:23 to ???????????? ????????:59
@1397848519969 | Transaction 842: Verifying
@1397848520050 | Transaction 835: Verified => $8222.525737979122 from ???????????? ????????:6 to Zion's Bank:4
@1397848520132 | Worker 175: committing Transaction 850
@1397848520214 | Transaction 850: Verifying
@1397848520295 | Transaction 838: Verified => $6836.754567976298 from Zion's Bank:27 to Zion's Bank:22
@1397848520379 | Worker 188: committing Transaction 851
@1397848520460 | Transaction 851: Verifying
@1397848520542 | Transaction 840: Verified => $9005.776395194524 from Wells Fargo:13 to Zion's Bank:13
@1397848520623 | OLTP Data Parser: 19 transactions in queue
@1397848520705 | Transaction 844: Verifying
@1397848520786 | Transaction 840: Verifying
@1397848520868 | Transaction 839: Error
@1397848520950 | Worker 187: committing Transaction 852
@1397848521031 | Transaction 852: Verifying
@1397848521117 | OLTP Data Parser: 18 transactions in queue
@1397848521198 | Transaction 833: Verified => $4221.277562927168 from Zion's Bank:20 to MetLife:9
@1397848521280 | Worker 178: committing Transaction 853
@1397848521362 | Transaction 853: Verifying
@1397848521444 | Transaction 841: Verified => $5326.323997357217 from Chase:14 to Capitol One:15
@1397848521526 | Worker 176: committing Transaction 854
@1397848521607 | Transaction 854: Verifying
@1397848521689 | OLTP Data Parser: 17 transactions in queue
@1397848521770 | Transaction 837: Verified => $1460.740419571379 from MetLife:47 to Wells Fargo:17
@1397848521852 | Worker 179: committing Transaction 855
@1397848521934 | Transaction 855: Verifying
@1397848522016 | Transaction 843: Verified => $2952.194813183926 from MetLife:32 to Wells Fargo:36
@1397848522097 | OLTP Data Parser: 16 transactions in queue
@1397848522179 | Transaction 843: Verifying
@1397848522279 | OLTP Data Parser: 17 transactions in queue
@1397848522361 | Transaction 845: Error
@1397848522442 | Transaction 845: Verifying
@1397848522524 | Transaction 849: Verified => $632.7206420742259 from Citi:27 to Citi:6
@1397848522606 | OLTP Data Parser: 18 transactions in queue
@1397848522688 | Transaction 849: Verifying
@1397848522789 | OLTP Data Parser: 19 transactions in queue
@1397848522972 | OLTP Data Parser: 20 transactions in queue
@1397848523053 | Transaction 854: Verified => $1705.325691224061 from Zion's Bank:9 to Wells Fargo:35
@1397848523135 | Transaction 854: Verifying
@1397848523218 | Transaction 847: Error
@1397848523302 | Transaction 855: Error
@1397848523383 | Transaction 851: Verified => $5300.046643140172 from Chase:21 to Chase:6
@1397848523465 | Transaction 842: Verified => $4735.684072128855 from Citi:9 to ???????????? ????????:86
